job_link,job_title,company,search_country,search_city,job_level,job_type,job_skills
https://www.linkedin.com/jobs/view/analyst-associate-plan-configuration-quality-control-at-rite-aid-3789079583,"Analyst, Associate Plan Configuration & Quality Control",RITE AID,United States,Lebanon,Mid senior,Onsite,"PharmScreens, PBM Express, Benefit compare tool, User acceptance testing, Benefit configuration, Adjudication, Process improvement, Health Administration, Medicare Part D"
https://www.linkedin.com/jobs/view/custodial-supervisor-palm-beach-area-at-charter-schools-usa-3654168951,Custodial Supervisor - Palm Beach Area,Charter Schools USA,United States,Palm Springs,Mid senior,Onsite,"Custodial maintenance, General cleaning, Deep cleaning, Glass and mirror cleaning, Floor work (carpet tile VCT), Third party supplier management, Service provider management, Problem isolation, Contractor meetings, Bid collection, Custodial team supervision, Project status tracking, Trend analysis data provision, Time tracking, Mileage tracking, Material tracking, Tool tracking, Special project oversight, Custodial issue troubleshooting, Estimate creation, Schedule creation, Timeline creation, Project deliverables, Travel within and outside of state, Training participation, Current development review, Literature review, Technical source review, OSHA compliance, MSDS compliance, Safety procedures, Handheld radio usage, Microsoft Office software, Administrative skills, Organizational skills, Communication skills, Writing skills, Documentation skills, OSHA familiarity, MSDS familiarity, Building and fire code familiarity, Inspection processes, Time management skills, Organizational skills, Prioritization skills, High school diploma, Continuing education (custodian janitorial or facilities related), 7 years of custodian or facilities maintenance experience, English language proficiency (written and spoken), Usual office working conditions, Physical exertion (up to 50 pounds occasionally and up to 75 pounds frequently)"
https://www.linkedin.com/jobs/view/outside-sales-b2b-forest-hill-md-at-welcome-wagon-3787735858,"Outside Sales - B2B - Forest Hill, MD",Welcome Wagon,United States,Maryland,Mid senior,Onsite,
https://www.linkedin.com/jobs/view/rn-executive-director-hospice-at-lhc-group-3801865312,RN Executive Director Hospice,LHC Group,United States,Bluefield,Mid senior,Onsite,"healthcare operations, nursing, leadership, hospice care, patient care management, Medicare / Medicaid compliance, QAPI planning and processes, CPR certification, Driver's License and vehicle insurance, supervisory or administration management experience, terminally ill care experience"
https://www.linkedin.com/jobs/view/chef-de-cuisine-at-goodwin-recruiting-3805761853,Chef de Cuisine,Goodwin Recruiting,United States,Milwaukee,Mid senior,Onsite,"Chef de Cuisine, Executive Sous Chef, Hospitality, Culinary, Food and Beverage, Menu Development, Menu Engineering, Food Preparation, Sanitation, Food and Labor Cost Control, Multitasking, Time Management, ServSafe Certification, High School Diploma, Culinary Schooling, Apprenticeship, Work Experience, Diversity and Inclusion"
https://www.linkedin.com/jobs/view/test-conductor-space-systems-at-northrop-grumman-3795910227,Test Conductor - Space Systems,Northrop Grumman,United States,Chandler,Mid senior,Onsite,"Electrical Engineering, Requirements Derivation, Test Development, Test Procedure, Script Development, Satellite Systems, Python, Perl, Bash, Labview, Linux, Windows, Aerospace Industry"
https://mx.linkedin.com/jobs/view/sewer-at-stryker-3682088743,Sewer,Stryker,United States,Coronado,Associate,Onsite,"Sewing Machine Operation, Quality Standards, Productivity Standards, Sewing Safety, Sewing Efficiency, Sewing Quality, Sewing Machine Maintenance, Sewing Machine Cleaning, Machine Malfunction Reporting, Safety Reporting, Production Standards, Production Reporting, Scrap Reporting, Quality Reporting, Primary Education (Desirable), Spanish (100%)"
https://www.linkedin.com/jobs/view/builder-territory-manager-seattle-wa-at-shaw-industries-3787104995,"Builder Territory Manager - Seattle , WA",Shaw Industries,United States,Bellevue,Mid senior,Onsite,"Flooring sales, Interior design, Sales, Communication, Negotiation, Time management, Problem solving, Teamplayer, Lifting, Building displays, Reports, Data analysis, Account management, Customer satisfaction, Collaboration, Product knowledge, Sales training"
https://www.linkedin.com/jobs/view/travel-allied-health-professional-ct-technologist-at-atlas-medstaff-3805737619,Travel Allied Health Professional - CT Technologist,Atlas MedStaff,United States,Tacoma,Mid senior,Onsite,"CT Technologist, Computed Tomography, Allied Health Professional, Radiology, Medical Imaging, Healthcare, Hospital, Patient Care, Communication, Teamwork, ProblemSolving, Attention to Detail, XRay, Radiation Safety, Medical Terminology, Anatomy and Physiology, Equipment Maintenance"
https://uk.linkedin.com/jobs/view/property-manager-at-knight-dragon-ltd-3805009895,Property Manager,Knight Dragon Ltd,United Kingdom,Basildon,Mid senior,Onsite,"English (language), CV (document), Europe (location), River Thames (location), Greenwich Peninsula (location)"
https://uk.linkedin.com/jobs/view/senior-hand-therapist-at-hays-3796707365,Senior Hand Therapist,Hays,United Kingdom,Northampton,Mid senior,Onsite,"Chartered Physiotherapist, State Registered Occupational Therapist, Hand therapy, Orthopaedics, Plastic, Rheumatology, Trauma, Manual therapies, Splinting, Hand and wrist assessment, Evidencebased treatment techniques, Master's degree, Master's level modules, British Association of Hand Therapists (BAHT) level II courses, IT GCSE, Functional skills level 2, Clinical expertise, Postgraduate hand therapy experience, Flexible shift pattern, Training and development opportunities, Employee Recognition Programmes, Employee Referral Scheme"
https://ca.linkedin.com/jobs/view/bombardier-agent-de-s%C3%A9curit%C3%A9-at-securitas-canada-3719124321,BOMBARDIER - Agent de sécurité,Securitas Canada,Canada,Côte-Saint-Luc,Mid senior,Onsite,"Security Guard, Aviation Security, Access Control, Surveillance, Incident Reporting, Bilingualism (French and English), Valid Security Guard License (BSP), Valid First Aid Certificate (CPR), High School Diploma (DES), Customer Service, Team Work, Proactive, Professional, Computer Skills, Security Clearance (CZIR and DA/R), Safe and Emergency Procedures"
https://www.linkedin.com/jobs/view/kitchen-prep-at-bob-evans-restaurants-llc-3803187020,Kitchen Prep,"Bob Evans Restaurants, LLC",United States,Emmitsburg,Associate,Onsite,"Food handling, Sanitation, Kitchen safety, Plating, Menu knowledge, Ticketing, Teamwork, Multitasking, Attention to detail, Physical stamina, Food tasting, Food smelling, Fine motor skills"
https://www.linkedin.com/jobs/view/rn-part-time-pediatric-icu-at-atrium-health-wake-forest-baptist-3615282471,"RN, Part-Time, Pediatric ICU",Atrium Health Wake Forest Baptist,United States,High Point,Mid senior,Onsite,"Nursing, Patient care, Assessment, Planning, Implementation, Evaluation, Leadership, Clinical excellence, Teamwork, Communication, Collaboration, Critical thinking, Problemsolving, Decisionmaking, Time management, Stress management, Conflict resolution, Cultural sensitivity, CPR, ACLS, PALS, HIPAA, OSHA, Documentation, Medical terminology, EMR/EHR, Vital signs, IV therapy, Blood transfusions, Oxygen therapy, Wound care, Pain management, Medication administration, Nutrition, Hygiene, Safety, Infection control"
https://www.linkedin.com/jobs/view/cheese-specialist-at-safeway-3742784971,Cheese Specialist,Safeway,United States,Frederick,Mid senior,Onsite,"Retail, Grocery, Customer service, Merchandising, Food, Sales, Communication, Public interaction, Teamwork, Learning, Ownership, Competition, Inclusivity, Compassion, Attention to detail, Time management"
https://www.linkedin.com/jobs/view/rn-at-bon-secours-mercy-health-3781018201,RN,Bon Secours Mercy Health,United States,Toledo,Mid senior,Onsite,"Nursing, Patient care, Assessment, Care planning, Implementation, Evaluation, Medication administration, Patient teaching, Coordination of care, Patient advocacy, Interdisciplinary collaboration, Leadership, Office and clinical technologies, Quality improvement, Evidencebased practices, Research, Accountability, Resource management, Conflict management, Resilience, Delegation, BLS Basic Life Support, Valid nursing license, Associate of Nursing, Diploma in Nursing, Bachelors of Science in Nursing"
https://www.linkedin.com/jobs/view/paes-schools-counselor-sy-23-24-at-aztec-municipal-school-district-3621760148,PAES Schools Counselor SY 23-24,Aztec Municipal School District,United States,New Mexico,Mid senior,Onsite,"Elementary Guidance Counselor, Counseling, ASCA model, Educational testing, Measurement, Psychology of learning, Data Driven Instructional Practices, Professional Learning Communities, Communication, Language skills, Computers, Technology, Personal feelings, Interpersonal skills, Analytical skills, Reasoning ability, Problem solving, Decision making, Stress management, Physical attributes, Strength, Dexterity, Vision, Noise tolerance, Public interaction, Driver's license, Counseling License, Physical capacity"
https://www.linkedin.com/jobs/view/sales-lead-slpt-lane-bryant-at-lane-bryant-3785216562,Sales Lead (SLPT) - Lane Bryant,Lane Bryant,United States,College Park,Mid senior,Onsite,"Sales Leadership, Visual Merchandising, Customer Service, Communication skills, Technology proficiency, Strong business acumen, Time management, Retail experience, Prior management experience, Ability to read write and communicate in English, High school diploma, Ability to work a flexible schedule, Ability to operate computerized register system, Ability to move objects weighing up to 25 pounds, Ability to retrieve merchandise displayed above shoulder level, Ability to interact with coworkers clients and members of the public"
https://www.linkedin.com/jobs/view/retail-district-manager-unassigned-at-dollar-general-3745485556,RETAIL DISTRICT MANAGER UNASSIGNED,Dollar General,United States,New Hampshire,Mid senior,Onsite,"Retail Management, Profit and Loss Management, Financial Analysis, Budgeting, Inventory Management, Merchandising, Customer Service, Team Leadership, Recruitment and Selection, Loss Prevention, Expense Control, Communication, Collaboration, ProblemSolving, Adaptability, Drive for Results, Efficiency, Analytical Skills, Time Management, Organization, Leadership, Teamwork, Customer Focus, Communication Skills, Adaptability"
https://www.linkedin.com/jobs/view/asset-wealth-management-%E2%80%93-regulated-investment-company-%E2%80%93-tax-senior-associate-at-pwc-3693032519,Asset Wealth Management – Regulated Investment Company – Tax Senior Associate,PwC,United States,Davis,Mid senior,Onsite,"Tax, CPA, Form 1120RIC, RICs, Shareholder reporting, Subchapter M, IRC, Client discussions, Project management, Finance, Accounting, Communication, Feedback, Leadership, Problemsolving, Critical thinking, Data analysis, Automation, Tax structuring, Industry insights, Digitization, Ethics, PwC Professional, Business consulting"
https://www.linkedin.com/jobs/view/travel-rn-med-surg-at-rnnetwork-3802701170,Travel RN - Med Surg,RNnetwork,United States,Billings,Mid senior,Onsite,"MedicalSurgical nursing, RN, Travel nursing, CHG Job ID #1065760, Weekly pay, Holiday Pay, Guaranteed Hours, 401k retirement plan, Pet insurance, Company provided housing options, Sick pay, Referral bonus, Employee assistance programs, Medical benefits, Dental benefits, Vision benefits, 12hour shifts, 36 hours per week, Night shifts"
https://www.linkedin.com/jobs/view/sr-experience-design-manager-learn-and-help-at-adobe-3734501806,"Sr Experience Design Manager, Learn and Help",Adobe,United States,Bayonne,Mid senior,Onsite,"Adobe Experience Cloud, Adobe Creative Cloud, UI Frameworks, Visual Design Languages, Product Management, Team Leadership, Design Execution, Project Management, UX Research, Communication Design, Systems Design, Web Design, Agile Development, Quality Assurance, Product Scalability, Experience Strategy, Team Culture, Prototyping, Content Strategy, Data Analytics, Design Sprints, Product Innovation, CrossFunctional Collaboration"
https://ca.linkedin.com/jobs/view/coordonnateur-diversit%C3%A9-%C3%A9quit%C3%A9-et-inclusion-at-ey-3804703972,"Coordonnateur, Diversité, équité et inclusion",EY,Canada,New Brunswick,Mid senior,Onsite,"Coordination, Communication, Relationship Building, Event Planning, Public Speaking, Microsoft Office Suite, Excel, Powerpoint, Training & Development, Project Management, Change Management, Diversity & Inclusion, Human Resources, Identity & Intersectionality, Racial Equity, Sensitive Information Management, Bilingualism: English & French, Diversity & Inclusion Strategy, Inclusive Content Creation, Collaboration, Interpersonal Skills, Confidentiality, Emotional Intelligence, Leadership, Problem Solving, Time Management"
https://www.linkedin.com/jobs/view/assistant-salon-manager-cornelius-gateway-at-jobs-for-humanity-3805265687,Assistant Salon Manager - Cornelius Gateway,Jobs for Humanity,United States,Newberg,Mid senior,Onsite,"Communication skills, Motivation, Technical skills, Flexibility, Organization, Goalorientation, Cosmetology license, Barber license, Team management, Customer service, Career growth"
https://www.linkedin.com/jobs/view/travel-rn-long-term-care-at-coremedical-group-3803578084,Travel RN - Long Term Care,CoreMedical Group,United States,Barnstable,Mid senior,Onsite,"Travel Nursing, Long Term Care, RN (Registered Nurse), 13 weeks contract, 40 hours per week, 8hour shifts, Massachusetts licensure, Housing allowance, Health insurance, Dental insurance, Vision insurance, Licensure assistance and reimbursement, 401k with matching, Referral bonus program, Club CoreMed trip points, Weekly pay, Holiday pay, Guaranteed hours, Continuing education, Pet insurance, Companyprovided housing options, Sick pay, Wellness and fitness programs, Mileage reimbursement, Employee assistance programs, Life insurance, Discount program"
https://www.linkedin.com/jobs/view/manufacturing-engineer-ii-machine-shop-r38097-at-blue-origin-3784904292,Manufacturing Engineer II - Machine Shop (R38097),BLUE ORIGIN,United States,Cocoa Beach,Mid senior,Onsite,"Mechanical Engineering, Manufacturing Engineering, Industrial Engineering, Aerospace Engineering, CAD (Creo Pro/E Catia), GD&T, AS9100, CNC programming, SolidWorks, Creo, CATIA, AutoCAD, Fabrication, Assembly, Integration, Testing, Refurbishment, Quality control, Build sequence, Schedule management, Nonconformance processing, Process specifications, Work instructions, Routings, Material planning, Cost reduction, Optimization, Root cause analysis, Corrective actions, Material handling, Packaging, Hardware configuration, Pedigree management, Engineering drawing review, Repair, Rework, Problemsolving, Teamwork, Communication, Leadership, Attention to detail, Safety, Quality, Reliability, Innovation, Adaptability, Flexibility, Customer focus, Professionalism, Ethics, Integrity, U.S. citizenship or national, U.S. permanent resident, Lawfully admitted into the U.S. as a refugee or granted asylum, Ability to lift and carry 40 lbs, Ability to climb stairs and work in small areas, Ability to support production floor activities"
https://www.linkedin.com/jobs/view/income-tax-preparer-2%2Byrs-paid-tax-experience-required-at-jobs-for-humanity-3786027245,Income Tax Preparer - 2+Yrs Paid Tax Experience Required,Jobs for Humanity,United States,Nebraska,Mid senior,Onsite,"Intuit TurboTax, 1040 tax returns, Video communication, Customer service, Tax preparation, Tax laws, Tax assistance"
https://www.linkedin.com/jobs/view/senior-technical-program-manager-technology-governance-at-coinbase-3781129958,"Senior Technical Program Manager, Technology Governance",Coinbase,United States,Saint Charles,Mid senior,Onsite,
https://www.linkedin.com/jobs/view/triage-rn-michigan-heart-aa-office-at-trinity-health-3705247651,Triage RN- Michigan Heart AA office,Trinity Health,United States,Monroe,Mid senior,Onsite,"Cardiac Nursing, Patient Education, Liaison, Medical Information Documentation, Lab and Test Results Review, Cardiac Rhythm Recognition, Vital Signs and Symptoms Recognition, Intervention, Office Visit Assessment, Work Schedule Flexibility, ECG, Nurse Visits, Medication Authorization, Medication Refills, Conflict Resolution, Problem Identification and Solution, Confidentiality, Patient Safety, Code of Conduct, Service Excellence, Diversity and Inclusion, Equal Opportunity, Trinity Health, Saint Joseph Mercy Health System, SJMH"
https://www.linkedin.com/jobs/view/finance-manager-at-aston-carter-3800151766,Finance Manager,Aston Carter,United States,Corinth,Mid senior,Onsite,"Budgeting, Budgeting Analytics, Cognos, Data Analysis, Financial Analysis, Financial Forecasting, Financial Management, Hyperion, Microsoft Excel, Microsoft PowerPoint, Oracle, Planning, Presentation Skills, Procurement, Statistical Analysis, TM1, Variance Analysis, Written communication"
https://www.linkedin.com/jobs/view/ultrasound-technologist-registered-at-opelousas-general-health-system-3750027666,Ultrasound Technologist- Registered,Opelousas General Health System,United States,Lafayette,Mid senior,Onsite,"CPR, Registered Vascular Technologist, Registered Ultrasonographer, LSUE student supervision, Ultrasound technology, Xray technology, Mammography, Ultrasound equipment maintenance, Patient care, Infection control, Policy and procedure manual, Safety protocols, Quality control, Quality assurance, JCAHO Planning, Radiation safety, Patient modesty, Patient privacy, HIPPA compliance, Universal precautions"
https://www.linkedin.com/jobs/view/licensed-clinical-psychologist-outpatient-woodburn-or-at-lifestance-health-3802015036,"Licensed Clinical Psychologist - Outpatient - Woodburn, OR",LifeStance Health,United States,Beaverton,Mid senior,Onsite,"Clinical Psychology, Hybrid Model, Telemedicine, Digital Technology, Patient Care, Mental Healthcare, Assessment Planning, Report Writing, Therapy, Treatment Planning, Psychological Testing, Counseling, Licensed Psychology Practices, Credentialed in Oregon, Commutable Distance, Outpatient Care Setting, Behavioral Health Practice Group"
https://www.linkedin.com/jobs/view/department-manager-up-to-%2437-000-yr-at-mcdonald-s-3787723047,"Department Manager up to $37,000/yr",McDonald's,United States,Anderson,Mid senior,Onsite,"Customer service, Food safety, Inventory management, Training, Delegation, Reporting, Sales promotions, Service procedures, Kitchen management, Food quality, Food cost control, Production procedures, Crew hiring, Crew training, Crew scheduling, Performance recognition, Motivation, Restaurant management, Retail management, Hospitality management, Team work, Flexibility, Fun, Fastpaced environment, High School degree, College tuition assistance, English as a second language, Medical coverage, Dental coverage, Vision coverage, Service awards, Matching gifts program, Bonus potential"
https://www.linkedin.com/jobs/view/sr-hardware-simulation-platform-engineer-chassis-controls-powertrain-at-tesla-3737832096,"Sr. Hardware Simulation Platform Engineer, Chassis Controls & Powertrain",Tesla,United States,Alameda,Mid senior,Onsite,
https://www.linkedin.com/jobs/view/litigation-attorney-at-jobot-3806136981,Litigation Attorney,Jobot,United States,Grand Island,Mid senior,Onsite,
https://www.linkedin.com/jobs/view/development-services-technician-at-county-of-san-joaquin-3769465536,Development Services Technician,County of San Joaquin,United States,Lawton,Associate,Onsite,"Public relations, Planning and zoning, Building codes, Land use regulations, Surveying, Geometry, Mathematics, AutoCAD"
https://www.linkedin.com/jobs/view/employment-attorney-with-relevant-experience-at-bcg-attorney-search-3645762689,Employment Attorney with relevant experience,BCG Attorney Search,United States,Arizona,Mid senior,Onsite,"Employment Law, General Law, Attorney, Client Service, Litigation, Civil Litigation, Employment Management, Asset Protection, Tax, Intellectual Property, Trademarks, Patents, Employment Visas, Real Estate, Corporate Bankruptcy, Estate Planning, Criminal Defense, Appeals, Family Law, Bankruptcy, Immigration, Personal Injury, Medical Malpractice"
https://www.linkedin.com/jobs/view/designer-i-at-us-tech-solutions-3806342219,Designer I,US Tech Solutions,United States,Coral Gables,Mid senior,Onsite,"Photoshop, Illustrator, InDesign, Typography, Color theory, Layout, Graphic design, Advertising, Marketing, Printing, Visual communication, Bachelor's degree in industrial/graphic/interactive design or Fine arts"
